title,url,release_date,critic_score,audience_score,release_year,omdb_Response,omdb_Error,imdbID,Rated,RuntimeMin,Genre,Plot,Poster,OMDb_raw
Platoon,https://www.rottentomatoes.com/m/platoon,"Released Dec 19, 1986",89.0,93.0,1986.0,True,,tt0091763,R,120,"Drama, War","Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",https://m.media-amazon.com/images/M/MV5BZjE4YjllODAtZGMxZS00Mjg2LThkOWUtZjNkMjQ5YThiNDU4XkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Platoon', 'Year': '1986', 'Rated': 'R', 'Released': '06 Feb 1987', 'Runtime': '120 min', 'Genre': 'Drama, War', 'Director': 'Oliver Stone', 'Writer': 'Oliver Stone', 'Actors': 'Charlie Sheen, Tom Berenger, Willem Dafoe', 'Plot': 'Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.', 'Language': 'English, Vietnamese', 'Country': 'United States, United Kingdom', 'Awards': 'Won 4 Oscars. 24 wins & 16 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BZjE4YjllODAtZGMxZS00Mjg2LThkOWUtZjNkMjQ5YThiNDU4XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '92/100'}], 'Metascore': '92', 'imdbRating': '8.1', 'imdbVotes': '459,781', 'imdbID': 'tt0091763', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$138,530,565', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Hannah and Her Sisters,https://www.rottentomatoes.com/m/hannah_and_her_sisters,"Released Feb 7, 1986",91.0,90.0,1986.0,True,,tt0091167,PG-13,107,"Comedy, Drama","Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.",https://m.media-amazon.com/images/M/MV5BNTdmOWViYWMtMjVjNC00MDI5LTk3ZmEtM2MxMzFkMzQ5NzNjXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Hannah and Her Sisters', 'Year': '1986', 'Rated': 'PG-13', 'Released': '14 Mar 1986', 'Runtime': '107 min', 'Genre': 'Comedy, Drama', 'Director': 'Woody Allen', 'Writer': 'Woody Allen', 'Actors': 'Mia Farrow, Dianne Wiest, Michael Caine', 'Plot': ""Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly."", 'Language': 'English', 'Country': 'United States', 'Awards': 'Won 3 Oscars. 27 wins & 28 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BNTdmOWViYWMtMjVjNC00MDI5LTk3ZmEtM2MxMzFkMzQ5NzNjXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '90/100'}], 'Metascore': '90', 'imdbRating': '7.8', 'imdbVotes': '78,894', 'imdbID': 'tt0091167', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$40,084,041', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Round Midnight,https://www.rottentomatoes.com/m/round_midnight,"Released Sep 12, 1986",100.0,89.0,1986.0,True,,tt0090557,R,133,"Drama, Music","A troubled, but talented musician flees the US to escape his problems, finding refuge and support in Paris.",https://m.media-amazon.com/images/M/MV5BMTM3YmIzZmEtZDlmNi00NzY1LTg5NDUtYTBjYTkxNzZiNWJkXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': ""'Round Midnight"", 'Year': '1986', 'Rated': 'R', 'Released': '03 Oct 1986', 'Runtime': '133 min', 'Genre': 'Drama, Music', 'Director': 'Bertrand Tavernier', 'Writer': 'Francis Paudras, Bud Powell, David Rayfiel', 'Actors': 'Dexter Gordon, François Cluzet, Gabrielle Haker', 'Plot': 'A troubled, but talented musician flees the US to escape his problems, finding refuge and support in Paris.', 'Language': 'English, French', 'Country': 'United States, France', 'Awards': 'Won 1 Oscar. 11 wins & 13 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMTM3YmIzZmEtZDlmNi00NzY1LTg5NDUtYTBjYTkxNzZiNWJkXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}], 'Metascore': 'N/A', 'imdbRating': '7.4', 'imdbVotes': '6,064', 'imdbID': 'tt0090557', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$3,272,593', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Hoosiers,https://www.rottentomatoes.com/m/hoosiers,"Released Nov 14, 1986",91.0,88.0,1986.0,True,,tt0091217,PG,114,"Drama, Sport",A coach with a checkered past and a local drunk train a small-town high school basketball team to become a top contender for the state championship in 1950s Indiana.,https://m.media-amazon.com/images/M/MV5BOGFlMjJkNzYtMTMwYS00OWE0LWFkNzYtMGMzODIzOWM0ZDM2XkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Hoosiers', 'Year': '1986', 'Rated': 'PG', 'Released': '27 Feb 1987', 'Runtime': '114 min', 'Genre': 'Drama, Sport', 'Director': 'David Anspaugh', 'Writer': 'Angelo Pizzo', 'Actors': 'Gene Hackman, Barbara Hershey, Dennis Hopper', 'Plot': 'A coach with a checkered past and a local drunk train a small-town high school basketball team to become a top contender for the state championship in 1950s Indiana.', 'Language': 'English', 'Country': 'United States, United Kingdom', 'Awards': 'Nominated for 2 Oscars. 3 wins & 5 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BOGFlMjJkNzYtMTMwYS00OWE0LWFkNzYtMGMzODIzOWM0ZDM2XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '77/100'}], 'Metascore': '77', 'imdbRating': '7.4', 'imdbVotes': '55,450', 'imdbID': 'tt0091217', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$28,607,524', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Blue Velvet,https://www.rottentomatoes.com/m/blue_velvet,"Released Sep 19, 1986",95.0,88.0,1986.0,True,,tt0090756,R,120,"Crime, Drama, Mystery","The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",https://m.media-amazon.com/images/M/MV5BNzkwZGUyYjQtM2QyOC00MTBjLWE0NGYtMTZmOGM5MjI0Mzg0XkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Blue Velvet', 'Year': '1986', 'Rated': 'R', 'Released': '23 Oct 1986', 'Runtime': '120 min', 'Genre': 'Crime, Drama, Mystery', 'Director': 'David Lynch', 'Writer': 'David Lynch', 'Actors': 'Isabella Rossellini, Kyle MacLachlan, Dennis Hopper', 'Plot': 'The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.', 'Language': 'English', 'Country': 'United States', 'Awards': 'Nominated for 1 Oscar. 18 wins & 18 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BNzkwZGUyYjQtM2QyOC00MTBjLWE0NGYtMTZmOGM5MjI0Mzg0XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '75/100'}], 'Metascore': '75', 'imdbRating': '7.7', 'imdbVotes': '234,565', 'imdbID': 'tt0090756', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$8,551,228', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Babette's Feast,https://www.rottentomatoes.com/m/babettes_feast,"Released Mar 4, 1987",97.0,91.0,1987.0,True,,tt0092603,G,103,Drama,"During the late 19th century, a strict religious community in a Danish village takes in a French refugee from the Franco-Prussian War as a servant to the late pastor's daughters.",https://m.media-amazon.com/images/M/MV5BNWY2Yzc0OGItM2FjYi00MDU2LTgwNmYtZGYzZmI1NTc0Y2NmXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': ""Babette's Feast"", 'Year': '1987', 'Rated': 'G', 'Released': '04 Mar 1988', 'Runtime': '103 min', 'Genre': 'Drama', 'Director': 'Gabriel Axel', 'Writer': 'Karen Blixen, Gabriel Axel', 'Actors': 'Stéphane Audran, Bodil Kjer, Birgitte Federspiel', 'Plot': ""During the late 19th century, a strict religious community in a Danish village takes in a French refugee from the Franco-Prussian War as a servant to the late pastor's daughters."", 'Language': 'Danish, French, Swedish, Italian, English', 'Country': 'Denmark', 'Awards': 'Won 1 Oscar. 11 wins & 8 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BNWY2Yzc0OGItM2FjYi00MDU2LTgwNmYtZGYzZmI1NTc0Y2NmXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '78/100'}], 'Metascore': '78', 'imdbRating': '7.8', 'imdbVotes': '22,974', 'imdbID': 'tt0092603', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$4,398,938', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Wings of Desire,https://www.rottentomatoes.com/m/wings_of_desire,"Released Jan 1, 1987",95.0,93.0,1987.0,True,,tt0093191,PG-13,128,"Drama, Fantasy, Romance","An angel tires of his purely ethereal life of merely overseeing the human activity of Berlin's residents, and longs for the tangible joys of physical existence when he falls in love with a mortal.",https://m.media-amazon.com/images/M/MV5BYTUwY2EyMDktMGI0Ny00MDNlLWE0ODMtZWIwOGNhNmY1OWIwXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Wings of Desire', 'Year': '1987', 'Rated': 'PG-13', 'Released': '06 May 1988', 'Runtime': '128 min', 'Genre': 'Drama, Fantasy, Romance', 'Director': 'Wim Wenders', 'Writer': 'Wim Wenders, Peter Handke, Richard Reitinger', 'Actors': 'Bruno Ganz, Solveig Dommartin, Otto Sander', 'Plot': ""An angel tires of his purely ethereal life of merely overseeing the human activity of Berlin's residents, and longs for the tangible joys of physical existence when he falls in love with a mortal."", 'Language': 'German, English, French, Turkish, Hebrew, Spanish, Japanese', 'Country': 'West Germany, France', 'Awards': 'Nominated for 1 BAFTA Award18 wins & 14 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BYTUwY2EyMDktMGI0Ny00MDNlLWE0ODMtZWIwOGNhNmY1OWIwXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '79/100'}], 'Metascore': '79', 'imdbRating': '7.9', 'imdbVotes': '81,831', 'imdbID': 'tt0093191', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$3,333,969', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Chuck Berry Hail! Hail! Rock 'n' Roll,https://www.rottentomatoes.com/m/chuck_berry_hail_hail_rock_n_roll,1987,89.0,95.0,1987.0,True,,tt0092758,PG,120,"Documentary, Biography, Music","This documentary movie covers two concerts at the Fox Theatre in St. Louis, Missouri, to celebrate Chuck Berry's 60th birthday, and also discusses his life and career.",https://m.media-amazon.com/images/M/MV5BMzU5MDg2ZGMtNGQyZC00NWVkLWFlMzYtZTkxZTc4NmI0NjU4XkEyXkFqcGc@._V1_SX300.jpg,"{'Title': ""Chuck Berry: Hail! Hail! Rock 'n' Roll"", 'Year': '1987', 'Rated': 'PG', 'Released': '09 Oct 1987', 'Runtime': '120 min', 'Genre': 'Documentary, Biography, Music', 'Director': 'Taylor Hackford', 'Writer': 'N/A', 'Actors': 'Chuck Berry, Keith Richards, Eric Clapton', 'Plot': ""This documentary movie covers two concerts at the Fox Theatre in St. Louis, Missouri, to celebrate Chuck Berry's 60th birthday, and also discusses his life and career."", 'Language': 'English', 'Country': 'United States', 'Awards': '1 win total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMzU5MDg2ZGMtNGQyZC00NWVkLWFlMzYtZTkxZTc4NmI0NjU4XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}], 'Metascore': 'N/A', 'imdbRating': '7.7', 'imdbVotes': '1,616', 'imdbID': 'tt0092758', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$719,323', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
The Princess Bride,https://www.rottentomatoes.com/m/the_princess_bride,"Released Oct 1, 1987",96.0,94.0,1987.0,True,,tt0093779,PG,98,"Adventure, Comedy, Family","A bedridden boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.",https://m.media-amazon.com/images/M/MV5BMjFiOTEyNGMtN2E4MC00ZjZlLTk3ZDQtNTU1ZGNiZTA1MzJlXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'The Princess Bride', 'Year': '1987', 'Rated': 'PG', 'Released': '09 Oct 1987', 'Runtime': '98 min', 'Genre': 'Adventure, Comedy, Family', 'Director': 'Rob Reiner', 'Writer': 'William Goldman', 'Actors': 'Cary Elwes, Mandy Patinkin, Robin Wright', 'Plot': ""A bedridden boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love."", 'Language': 'English', 'Country': 'United States', 'Awards': 'Nominated for 1 Oscar. 7 wins & 11 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMjFiOTEyNGMtN2E4MC00ZjZlLTk3ZDQtNTU1ZGNiZTA1MzJlXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '78/100'}], 'Metascore': '78', 'imdbRating': '8.0', 'imdbVotes': '471,794', 'imdbID': 'tt0093779', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$30,857,814', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Withnail and I,https://www.rottentomatoes.com/m/withnail_and_i,1987,92.0,94.0,1987.0,True,,tt0094336,R,107,"Comedy, Drama",Two sloppy actors spend a weekend holiday at an uncle's country cottage.,https://m.media-amazon.com/images/M/MV5BNmFlOGIyNTMtNjBhYy00NTRiLTg3YWEtMThhOWM5ODU4Y2M2XkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Withnail and I', 'Year': '1987', 'Rated': 'R', 'Released': '19 Jun 1987', 'Runtime': '107 min', 'Genre': 'Comedy, Drama', 'Director': 'Bruce Robinson', 'Writer': 'Bruce Robinson', 'Actors': 'Richard E. Grant, Paul McGann, Richard Griffiths', 'Plot': ""Two sloppy actors spend a weekend holiday at an uncle's country cottage."", 'Language': 'English, Latin', 'Country': 'United Kingdom', 'Awards': '1 win & 1 nomination total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BNmFlOGIyNTMtNjBhYy00NTRiLTg3YWEtMThhOWM5ODU4Y2M2XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '84/100'}], 'Metascore': '84', 'imdbRating': '7.5', 'imdbVotes': '50,595', 'imdbID': 'tt0094336', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$1,544,889', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Full Metal Jacket,https://www.rottentomatoes.com/m/full_metal_jacket,"Released Jun 1, 1987",90.0,94.0,1987.0,True,,tt0093058,R,116,"Drama, War",A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,https://m.media-amazon.com/images/M/MV5BYWUzNzZkNzUtNDdiYy00Nzk5LTgxMmItNTk0MjRjNjdjNDA0XkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Full Metal Jacket', 'Year': '1987', 'Rated': 'R', 'Released': '10 Jul 1987', 'Runtime': '116 min', 'Genre': 'Drama, War', 'Director': 'Stanley Kubrick', 'Writer': 'Stanley Kubrick, Michael Herr, Gustav Hasford', 'Actors': ""Matthew Modine, R. Lee Ermey, Vincent D'Onofrio"", 'Plot': 'A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.', 'Language': 'English, Vietnamese', 'Country': 'United Kingdom, United States', 'Awards': 'Nominated for 1 Oscar. 8 wins & 15 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BYWUzNzZkNzUtNDdiYy00Nzk5LTgxMmItNTk0MjRjNjdjNDA0XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '78/100'}], 'Metascore': '78', 'imdbRating': '8.2', 'imdbVotes': '831,129', 'imdbID': 'tt0093058', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$46,357,676', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Matewan,https://www.rottentomatoes.com/m/matewan,"Released Aug 28, 1987",94.0,93.0,1987.0,True,,tt0093509,PG-13,135,"Drama, History","A labor union organizer comes to an embattled mining community in 1920 West Virginia, brutally and violently dominated and harassed by the mining company.",https://m.media-amazon.com/images/M/MV5BZjlhYjVkNjgtNTU2NS00MDEyLWI3NmQtYjhiMWE4MjAxNWZkXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Matewan', 'Year': '1987', 'Rated': 'PG-13', 'Released': '28 Aug 1987', 'Runtime': '135 min', 'Genre': 'Drama, History', 'Director': 'John Sayles', 'Writer': 'John Sayles', 'Actors': 'Chris Cooper, James Earl Jones, Mary McDonnell', 'Plot': 'A labor union organizer comes to an embattled mining community in 1920 West Virginia, brutally and violently dominated and harassed by the mining company.', 'Language': 'English, Italian', 'Country': 'United States', 'Awards': 'Nominated for 1 Oscar. 3 wins & 8 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BZjlhYjVkNjgtNTU2NS00MDEyLWI3NmQtYjhiMWE4MjAxNWZkXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '73/100'}], 'Metascore': '73', 'imdbRating': '7.9', 'imdbVotes': '9,927', 'imdbID': 'tt0093509', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$1,680,358', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Die Hard,https://www.rottentomatoes.com/m/die_hard,"Released Jul 15, 1988",94.0,94.0,1988.0,True,,tt0095016,R,132,"Action, Thriller","A New York City cop, John McClane, tries to save his estranged wife and several others taken hostage by terrorists during a Christmas Eve party at the Nakatomi Plaza Skyscraper in Los Angeles, California.",https://m.media-amazon.com/images/M/MV5BMGNlYmM1NmQtYWExMS00NmRjLTg5ZmEtMmYyYzJkMzljYWMxXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Die Hard', 'Year': '1988', 'Rated': 'R', 'Released': '20 Jul 1988', 'Runtime': '132 min', 'Genre': 'Action, Thriller', 'Director': 'John McTiernan', 'Writer': 'Roderick Thorp, Jeb Stuart, Steven E. de Souza', 'Actors': 'Bruce Willis, Alan Rickman, Bonnie Bedelia', 'Plot': 'A New York City cop, John McClane, tries to save his estranged wife and several others taken hostage by terrorists during a Christmas Eve party at the Nakatomi Plaza Skyscraper in Los Angeles, California.', 'Language': 'English, German, Italian, Japanese', 'Country': 'United States', 'Awards': 'Nominated for 4 Oscars. 8 wins & 8 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMGNlYmM1NmQtYWExMS00NmRjLTg5ZmEtMmYyYzJkMzljYWMxXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '72/100'}], 'Metascore': '72', 'imdbRating': '8.2', 'imdbVotes': '1,000,318', 'imdbID': 'tt0095016', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$85,892,546', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Cinema Paradiso,https://www.rottentomatoes.com/m/cinema_paradiso,"Released Feb 23, 1988",91.0,96.0,1988.0,True,,tt0095765,PG,174,"Drama, Romance","Salvatore, a famous film director, returns to his hometown for the funeral of the local theater's film projectionist, Alfredo. He reminisces about his life as a young boy falling in love with cinema.",https://m.media-amazon.com/images/M/MV5BMTljNzc4YWEtYTZlMS00ODMyLWIwMTAtNWQxY2VkMDEwYTk5XkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Cinema Paradiso', 'Year': '1988', 'Rated': 'PG', 'Released': '23 Feb 1990', 'Runtime': '174 min', 'Genre': 'Drama, Romance', 'Director': 'Giuseppe Tornatore', 'Writer': 'Giuseppe Tornatore, Vanna Paoli', 'Actors': 'Philippe Noiret, Enzo Cannavale, Antonella Attili', 'Plot': ""Salvatore, a famous film director, returns to his hometown for the funeral of the local theater's film projectionist, Alfredo. He reminisces about his life as a young boy falling in love with cinema."", 'Language': 'Italian', 'Country': 'Italy, France', 'Awards': 'Won 1 Oscar. 25 wins & 33 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMTljNzc4YWEtYTZlMS00ODMyLWIwMTAtNWQxY2VkMDEwYTk5XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '80/100'}], 'Metascore': '80', 'imdbRating': '8.5', 'imdbVotes': '306,217', 'imdbID': 'tt0095765', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$12,397,210', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Rain Man,https://www.rottentomatoes.com/m/rain_man,"Released Dec 14, 1988",88.0,90.0,1988.0,True,,tt0095953,R,133,Drama,"After a selfish L.A. yuppie learns his estranged father left a fortune to an autistic-savant brother in Ohio that he didn't know existed, he absconds with his brother and sets out across the country, hoping to gain a larger inheri...",https://m.media-amazon.com/images/M/MV5BZDUzODNkNGUtNzJjNi00ODFlLTkzMzktMGNkOTIwYWM2YTQzXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Rain Man', 'Year': '1988', 'Rated': 'R', 'Released': '16 Dec 1988', 'Runtime': '133 min', 'Genre': 'Drama', 'Director': 'Barry Levinson', 'Writer': 'Barry Morrow, Ron Bass', 'Actors': 'Dustin Hoffman, Tom Cruise, Valeria Golino', 'Plot': ""After a selfish L.A. yuppie learns his estranged father left a fortune to an autistic-savant brother in Ohio that he didn't know existed, he absconds with his brother and sets out across the country, hoping to gain a larger inheri..."", 'Language': 'English, Italian', 'Country': 'United States', 'Awards': 'Won 4 Oscars. 27 wins & 26 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BZDUzODNkNGUtNzJjNi00ODFlLTkzMzktMGNkOTIwYWM2YTQzXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '65/100'}], 'Metascore': '65', 'imdbRating': '8.0', 'imdbVotes': '569,045', 'imdbID': 'tt0095953', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$172,825,435', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
