rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
m/1003531-captains_courageous,Captains Courageous,"When spoiled Harvey Cheyne (Freddie Bartholomew) is suspended from boarding school, his businessman father (Melvyn Douglas) takes him to Europe on a business trip. When the rebellious lad falls overboard from the steamship, he is saved from death by humble fisherman Manuel Fidello (Spencer Tracy) and forced by the captain of the fishing schooner (Lionel Barrymore) to become a low-ranking member of the ship's crew alongside the captain's own son (Mickey Rooney).",,PG,"Action & Adventure, Classics",Victor Fleming,"John Lee Mahin, Marc Connelly, Dale Van Every, Marc Connolly","Freddie Bartholomew, Spencer Tracy, Lionel Barrymore, Melvyn Douglas, Mickey Rooney, John Carradine, Charley Grapewin, Christian Rub, Sam McDaniel, Oscar O'Shea, Jack LaRue, Walter Kingsford, Donald Briggs, Betty Alden, Billy Burrud, David Thursby, William Stack, Leo G Carroll, Charles Trowbridge, Richard Powell, Jay Ward, Kenneth Wilson, Roger Gray, Sherry Hall, Gladden James, Tommy Bupp, Wally Albright, Katherine Kenworthy, Philo McCullough, James Kilgannon, Bill Fisher, Mira McKinney, Dick Howard, Larry Fisher, Gil Perkins, Gene Reynolds, Jack Sterling, Harold Kreuger, Dave Wengren, Lee Van Atta, Murray Kinnell, Goldie Sloan, Gertrude Sutton, Bobby Watson, Don Brodie, David Kerman, Reggie Streeter, William Arnold, Frank Sully, Billy Gilbert, Lester Dorr, Jimmy Conlin, Lloyd Ingraham, Art Berry Sr., Edward Peil Sr., Jack Kennedy, Monte Vandergrift, Charles Coleman, Wade Boteler, Norman Ainsley, Myra Marsh",1937-06-25,2016-11-21,117.0,MGM Home Entertainment,Fresh,94.0,18.0,Upright,89.0,3811.0,0,17,1
m/1003707-casablanca,Casablanca,"Rick Blaine (Humphrey Bogart), who owns a nightclub in Casablanca, discovers his old flame Ilsa (Ingrid Bergman) is in town with her husband, Victor Laszlo (Paul Henreid). Laszlo is a famed rebel, and with Germans on his tail, Ilsa knows Rick can help them get out of the country.","An undisputed masterpiece and perhaps Hollywood's quintessential statement on love and romance, Casablanca has only improved with age, boasting career-defining performances from Humphrey Bogart and Ingrid Bergman.",PG,"Classics, Drama, Romance",Michael Curtiz,"Julius J. Epstein, Philip G. Epstein, Howard Koch, Michael Curtiz","Humphrey Bogart, Ingrid Bergman, Claude Rains, Paul Henreid, Conrad Veidt, Sydney Greenstreet, Peter Lorre, Dooley Wilson, Helmut Dantine, S.Z. Sakall, Joy Page, John Qualen, Leonid Kinskey, Curt Bois, Marcel Dalio, Corinna Mura, Ludwig Stossel, Ilka Gruning, Charles La Torre, Frank Puglia, Dan Seymour, George Meeker, William Edmunds, Torben Meyer, Gino Corrado, George Dee, Norma Varden, Leo Mostovoy, Richard Ryen, Martin Garralaga, Olaf Hytten, Monte Blue, Michael Mark, Leon Belasco, Paul Porcasi, Alberto Morin, Creighton Hale, Henry Rowland, Louis Mercier, Gregory Gaye, Madeleine LeBeau, Oliver Blake, Hans Heinrich von Twardowski, Lou Marcelle, Mischa Auer, Wolfgang Zilzer",1942-11-26,2008-08-15,102.0,Warner Bros. Pictures,Certified-Fresh,99.0,92.0,Upright,95.0,357518.0,23,91,1
m/1003755-cat_on_a_hot_tin_roof,Cat on a Hot Tin Roof,,"Paul Newman and Elizabeth Taylor are at the height of their glamor and performing prowess in this feverish adaptation of Tennessee Williams' play, with a subtext of sexual repression providing an electric undercurrent.",PG,"Classics, Drama",Richard Brooks,"Richard Brooks, James Poe","Paul Newman, Elizabeth Taylor, Burl Ives, Jack Carson, Judith Anderson, Madeleine Sherwood, Larry Gates, Vaughan Taylor, Patty Ann Gerrity, Rusty Stevens, Hugh Corcoran, Deborah Miller, Brian Corcoran, Vince Townsend Jr., Zelda Cleaver, Tony Merrill, Jeane Wood, Mildred Dunnock, Bobby Johnson",1958-09-20,,,MGM Home Entertainment,Fresh,97.0,37.0,Upright,92.0,31748.0,5,36,1
m/1003883-charade,Charade,"After Regina Lampert (Audrey Hepburn) falls for the dashing Peter Joshua (Cary Grant) on a skiing holiday in the French Alps, she discovers upon her return to Paris that her husband has been murdered. Soon, she and Peter are giving chase to three of her late husband's World War II cronies, Tex (James Coburn), Scobie (George Kennedy) and Gideon (Ned Glass), who are after a quarter of a million dollars the quartet stole while behind enemy lines. But why does Peter keep changing his name?","A globetrotting caper that prizes its idiosyncratic pieces over the general puzzle, Charade is a delightful romp with Cary Grant and Audrey Hepburn's sparkling chemistry at the center of some perfectly orchestrated mayhem.",G,"Classics, Comedy, Drama, Mystery & Suspense",Stanley Donen,"Marc Behm, Stanley Donen, Peter Stone","Cary Grant, Audrey Hepburn, Walter Matthau, James Coburn, George Kennedy, Ned Glass, Jacques Marin, Paul Bonifas, Dominique Minot, Thomas Chelimsky, Grégoire Aslan, Stanley Donen",1963-12-05,2015-05-08,114.0,Madacy Entertainment,Certified-Fresh,94.0,49.0,Upright,92.0,42886.0,9,46,3
m/1004151-christmas_story,A Christmas Story,"Based on the humorous writings of author Jean Shepherd, this beloved holiday movie follows the wintry exploits of youngster Ralphie Parker (Peter Billingsley), who spends most of his time dodging a bully (Zack Ward) and dreaming of his ideal Christmas gift, a ""Red Ryder air rifle."" Frequently at odds with his cranky dad (Darren McGavin) but comforted by his doting mother (Melinda Dillon), Ralphie struggles to make it to Christmas Day with his glasses and his hopes intact.","Both warmly nostalgic and darkly humorous, A Christmas Story deserves its status as a holiday perennial.",PG,"Comedy, Drama, Kids & Family",Bob Clark,"Leigh Brown, Bob Clark, Jean Shepherd","Peter Billingsley, Darren McGavin, Melinda Dillon, Ian Petrella, Scott Schwartz, R.D. Robb, Tedde Moore, Yano Anaya, Zack Ward, Jeff Gillen, Colin Fox, Paul Hubbard, Leslie Carlson, John Wong, Jim Hunter, Patty Johnson, Drew Hocevar, David Svoboda, Les Carlson, Chad Dowdell, Dwayne McLean, Tommy Lee Wallace, Helen E. Kaider, Rocco Bellusci, Johan Sebastian Wong, Fred Lee Own, Dan Ma, Jean Shepherd",1983-11-18,2014-07-24,93.0,MGM,Certified-Fresh,89.0,57.0,Upright,88.0,285828.0,7,51,6
m/1005371-day_the_earth_stood_still,The Day the Earth Stood Still,"When a UFO lands in Washington, D.C., bearing a message for Earth's leaders, all of humanity stands still. Klaatu (Michael Rennie) has come on behalf of alien life who have been watching Cold War-era nuclear proliferation on Earth. But it is Klaatu's soft-spoken robot Gort that presents a more immediate threat to onlookers. A single mother (Patricia Neal) and her son teach the world about peace and tolerance in this moral fable, ousting the tanks and soldiers that greet the alien's arrival.","Socially minded yet entertaining, The Day the Earth Stood Still imparts its moral of peace and understanding without didacticism.",G,"Classics, Drama, Science Fiction & Fantasy",Robert Wise,Edmund H. North,"Michael Rennie, Patricia Neal, Hugh Marlowe, Sam Jaffe, Billy Gray, Frances Bavier, Lock Martin, Drew Pearson, Frank Conroy, Carleton Young, Bobby Gray, Fay Roope, Edith Evanson, Harry Harvey, Marshall Bradford, Robert Osterloh, Tyler McVey, Stuart Whitman, James Seay, John Brown, Marjorie Crossland, Glenn Hardy, House Peters Jr., Rush Williams, Olan Soule, Gil Herman, James Craven, Harry Lauter, Charles Evans, Harlan Warde, Wheaton Chambers, Elizabeth Flournoy, Dorothy Neumann, George Lynn, Freeman Lusk, John Burton, George Reeves, Harry Harvey Sr., Gabriel Heater, Elmer Davis, H.V. Kaltenborn",1951-01-01,2012-09-18,92.0,20th Century Fox,Certified-Fresh,95.0,56.0,Upright,87.0,34260.0,6,53,3
m/1005381-days_of_wine_and_roses,Days of Wine and Roses,"Joe Clay (Jack Lemmon) is a rising young public relations executive when he meets Kirsten Arnesen (Lee Remick), a pretty secretary, at a business party. Joe and Kirsten are both ambitious, and they are on the road to success when they fall in love and marry. Soon after, however, Joe coaxes Kirsten to begin drinking with him on a regular basis. Eventually, they are both dependent on alcohol. Their marriage deteriorates, and their lives spiral into disaster, as a result.",,NR,"Classics, Drama",Blake Edwards,J.P. Miller,"Jack Lemmon, Lee Remick, Charles Bickford, Jack Klugman, Alan Hewitt, Tom Palmer, Debbie Megowan, Maxine Stuart, Katherine Squire, Jack Albertson, Ken Lynch, Gail Bonney, Olan Soule, Mary Benoit, Ella Ethridge, Rita Kenaston, J. Pat O'Malley, Robert ""Buddy"" Shaw, Al Paige, James Lanphier, Doc Stortt, Jack Riley, Rus Bennett, Dick Crockett, Roger Barrett, Jack Railey, Lisa Guiraut, Carl Arnold, Tom Rosqui, Barbara Hines, Charlene Holt",1962-12-26,2013-11-27,117.0,WARNER BROTHERS PICTURES,Fresh,100.0,12.0,Upright,88.0,2553.0,1,12,0
m/1006223-how_the_grinch_stole_christmas,How the Grinch Stole Christmas,,How the Grinch Stole Christmas brings an impressive array of talent to bear on an adaptation that honors a classic holiday story -- and has rightfully become a yuletide tradition of its own.,NR,"Animation, Classics, Comedy, Kids & Family, Musical & Performing Arts, Television","Chuck Jones, Ben Washam",Dr. Seuss,"Boris Karloff, June Foray, Thurl Ravenscroft, Eugene Poddany",1967-06-01,2018-09-24,,Warner Home Video,Fresh,100.0,25.0,Upright,98.0,93.0,5,25,0
m/1006416-east_of_eden,East of Eden,"In this film based on John Steinbeck's epic novel, Cal Trask (James Dean), the son of a California farmer (Raymond Massey), feels that his father cares only about his brother, Aron (Richard Davalos). When Cal embarks on a business venture to gain the favor of his dad, he finds himself dealing with his estranged mother (Jo Van Fleet), now the owner of a brothel, and tensions in the family rise even further when he begins to fall for Aron's girlfriend, Abra (Julie Harris).",,PG,"Classics, Drama",Elia Kazan,Paul Osborn,"James Dean, Julie Harris, Jo Van Fleet, Raymond Massey, Burl Ives, Albert Dekker, Richard Davalos, Harold Gordon, Timothy Carey, Mario Siletti, Lonny Chapman, Nick Dennis, Richard Garrick, Lois Smith, Bette Treadville, Barbara Baxley, Frank Mazzola, Tex Mooney, Loretta Rush, Harry Cording, William 'Bill' Phillips, Jonathan Haze, John George, Earle Hodgins, C. Ramsay Hill, Edward McNally, Jack Carr, Roger Creed, Effie Laird, Wheaton Chambers, Ed Clark, Al Ferguson, Franklyn Farnum, Rose Plummer",1955-04-10,2007-12-31,115.0,Warner Bros. Pictures,Fresh,85.0,39.0,Upright,90.0,23523.0,5,33,6
m/1006527-elephant_man,The Elephant Man,"Dr. Frederic Treves (Anthony Hopkins) discovers Joseph (John) Merrick (John Hurt) in a sideshow. Born with a congenital disorder, Merrick uses his disfigurement to earn a living as the ""Elephant Man."" Treves brings Merrick into his home, discovering that his rough exterior hides a refined soul, and that Merrick can teach the stodgy British upper class of the time a lesson about dignity. Merrick becomes the toast of London and charms a caring actress (Anne Bancroft) before his death at 27.","David Lynch's relatively straight second feature finds an admirable synthesis of compassion and restraint in treating its subject, and features outstanding performances by John Hurt and Anthony Hopkins.",PG,Drama,David Lynch,"Eric Bergren, Christopher De Vore, David Lynch","John Hurt, Anthony Hopkins, Anne Bancroft, John Gielgud, Wendy Hiller, Freddie Jones, Michael Elphick, Hannah Gordon, Helen Ryan, John Standing, Dexter Fletcher, Lesley Dunlop, Phoebe Nicholls, Pat Gorman, Claire Davenport, Maggie Cartier, Orla Pederson, Patsy Smart, Frederick Treves, Stromboli, Lisa & Teri Scobie, Richard Hunter, James Cormack, Robert Bush, Roy Evans, Joan Rhodes, Nula Conwell, Tony London, Alfie Curtis, Bernadette Milnes, Brenda Kemper, Carole Harrison, Hugh Manning, Dennis Burgess, Fanny Carby, William Morgan Sheppard, Dierdre Costello, Kathleen Byron, Gerald Case, David Ryall, Deidre Costello, Pauline Quirke, Kenny Baker, Chris Greener, Marcus Powell, Gilda Cohen, Eiji Kusuhara, Robert Day, Patricia Hodge, Tommy Wright, Peter Davidson, John Rapley, Hugh Spight, Teresa Codling, Marion Betzold, Beryl Hicks, Victor Kravchenko, Florenzio Morgado, Caroline Haigh",1980-10-03,2013-08-01,125.0,Paramount,Certified-Fresh,92.0,53.0,Upright,93.0,64544.0,10,49,4
m/1007745-four_feathers,The Four Feathers,"When English soldier Harry Faversham (John Clements) attempts to leave military service just before an expedition to the Sudan, he is presented with feathers, symbolic of his cowardice, by other officers, including his friend Captain John Durrance (Ralph Richardson). In an attempt to restore his honor, Faversham goes undercover as a mute native, and has a chance at redemption when he rescues the blinded Durrance from the heat of battle. Will his act of courage result in forgiveness?",,NR,"Action & Adventure, Art House & International, Classics",Zoltan Korda,"R.C. Sherriff, Lajos Biró, Oliver H.P. Garrett, Arthur Wimperis","Ralph Richardson, John Clements, C. Aubrey Smith, June Duprez, Allan Jeayes, Jack Allen, Donald Gray, Frederick Culley, Amid Taftazani, Henry Oscar, John Laurie, Robert Rendel, Hal Walters, Clive Baxter, Archibald Batty, Derek Elphinstone, Norman Pierce, Hay Petrie, Alexander Knox",1939-08-03,2017-03-23,115.0,Criterion Collection,Fresh,100.0,9.0,Upright,85.0,2888.0,0,9,0
m/1008166-general,The General,"One of the most revered comedies of the silent era, this film finds hapless Southern railroad engineer Johnny Gray (Buster Keaton) facing off against Union soldiers during the American Civil War. When Johnny's fiancée, Annabelle Lee (Marion Mack), is accidentally taken away while on a train stolen by Northern forces, Gray pursues the soldiers, using various modes of transportation in comic action scenes that highlight Keaton's boundless wit and dexterity.","Brilliantly filmed and fueled with classic physical comedy, The General captures Buster Keaton at his timeless best.",R,"Comedy, Drama, Romance","Clyde Bruckman, Buster Keaton","Buster Keaton, Clyde Bruckman","Joseph Keaton, Marion Mack, Glen Cavender, Richard Allen, Jim Farley, Fred Vroom, Charles Henry Smith, Frank Barnes, Charles H. Smith, Joe Keaton, Ray Thomas, Mike Donlin, Tom Nawn, Jimmy Bryant, Buster Keaton, Ross McCutcheon, Charles Phillips, Anthony Harvey, Edward Hearn, Budd Fine, Frank S. Hagney",1927-02-05,2016-09-01,83.0,United Artists Films,Certified-Fresh,93.0,57.0,Upright,92.0,11508.0,11,53,4
m/1008415-glory,Glory,"Following the Battle of Antietam, Col. Robert Gould Shaw (Matthew Broderick) is offered command of the United States' first all-African-American regiment, the 54th Massachusetts Volunteer Infantry. With junior officer Cabot Forbes (Cary Elwes), Shaw puts together a strong and proud unit, including the escaped slave Trip (Denzel Washington) and the wise gravedigger John Rawlins (Morgan Freeman). At first limited to menial manual tasks, the regiment fights to be placed in the heat of battle.","Bolstered by exceptional cinematography, powerful storytelling, and an Oscar-winning performance by Denzel Washington, Glory remains one of the finest Civil War movies ever made.",R,Drama,Edward Zwick,"Kevin Jarre, Marshall Herskovitz","Matthew Broderick, Denzel Washington, Cary Elwes, Morgan Freeman, Andre Braugher, Jihmi Kennedy, John Finn, Donovan Leitch, JD Cullum, Alan North, Bob Gunton, Cliff De Young, Christian Baskous, RonReaco Lee, Jay O. Sanders, Ray Godshall Jr., Raymond St. Jacques, Jane Alexander, Richard Riehle, Daniel Jenkins, Abdul Salaam El Razaac, Peter Michael Goetz, Pete Munro, Benji Wilhoite, Ethan Phillips, Mark A. Levy, Randell Haynes, Afemo Omilami, Keith Noble, Dan Biggers, Marc Gowan, Raymond Godshall Jr., Bob Minor, Joan Riordan, Saundra Franks, Mark A. Jones, Mark Margolis, Paul Desmond, Richard Wright, Chad Dowdell, Lance Norris, Freddie Fields, Michael Smith Guess, Abdul Salaam El Razzac",1989-12-15,2012-04-16,122.0,TriStar,Certified-Fresh,93.0,44.0,Upright,93.0,60231.0,10,41,3
m/1009055-gunfighter,The Gunfighter,"Jimmy Ringo (Gregory Peck) is a veteran gunslinger known for being quick on the draw, but his talent inevitably leads to trouble, with others constantly out to challenge him. All Ringo wants is to be reunited with his estranged family, but he has to contend with various foes, including the ambitious young sharpshooter Hunt Bromley (Skip Homeier). As Ringo attempts to reconcile with his wife, Peggy (Helen Westcott), he finds that he can't easily shake his violent past.",,NR,"Action & Adventure, Drama, Western",Henry King,,"Gregory Peck, Helen Westcott, Millard Mitchell, Karl Malden, Jean Parker, Richard Jaeckel",1950-06-23,2015-11-25,84.0,Twentieth Century Fox,Fresh,100.0,13.0,Upright,89.0,1308.0,1,13,0
